注文番号,販売日,店舗,商品コード,商品名,カテゴリ,カラー,サイズ,定価,販売価格,数量,売上金額,値引額,値引率,販売チャネル
ORD-202609-01747,2026/09/23,新宿店,JK-001,TECH JACKET,JACKET,BLACK,XL,4500,4500,1,4500,0,0.0,店舗
ORD-202609-01771,2026/09/23,新宿店,PT-002,WIDE PANTS,PANTS,BEIGE,M,1800,1260,1,1260,540,0.3,店舗
ORD-202609-01808,2026/09/23,EC,AC-001,WOOL CAP,ACCESSORY,BLACK,L,500,500,2,1000,0,0.0,オンライン
ORD-202609-01841,2026/09/23,EC,OT-001,WOOL COAT,OUTER,BLACK,XL,6200,5580,1,5580,620,0.1,オンライン
ORD-202609-01918,2026/09/23,大阪店,SH-003,CHUKKA BOOTS,SHOES,NAVY,S,3900,3900,1,3900,0,0.0,店舗
ORD-202609-01984,2026/09/23,大阪店,AC-001,WOOL CAP,ACCESSORY,BEIGE,S,500,500,1,500,0,0.0,店舗
ORD-202609-02000,2026/09/23,表参道店,OT-001,WOOL COAT,OUTER,BLACK,M,6200,6200,1,6200,0,0.0,店舗
ORD-202609-02017,2026/09/23,EC,JK-003,QUILTED JACKET,JACKET,BEIGE,M,5000,5000,2,10000,0,0.0,オンライン
ORD-202609-02050,2026/09/23,新宿店,JK-003,QUILTED JACKET,JACKET,WHITE,M,5000,5000,1,5000,0,0.0,店舗
ORD-202609-02065,2026/09/23,EC,AC-003,LEATHER BELT,ACCESSORY,BLACK,M,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-02069,2026/09/23,表参道店,AC-002,SILK SCARF,ACCESSORY,BLACK,L,1000,1000,1,1000,0,0.0,店舗
ORD-202609-02107,2026/09/23,EC,AC-005,TOTE CHARM,ACCESSORY,NAVY,L,1000,900,1,900,100,0.1,オンライン
ORD-202609-02176,2026/09/23,新宿店,KN-002,CABLE KNIT,KNIT,BEIGE,XL,2000,2000,1,2000,0,0.0,店舗
ORD-202609-02178,2026/09/23,新宿店,JK-004,DENIM JACKET,JACKET,BEIGE,M,5000,5000,1,5000,0,0.0,店舗
ORD-202609-02218,2026/09/23,表参道店,TP-002,OX SHIRT,TOPS,NAVY,M,900,680,1,680,220,0.25,店舗
ORD-202609-02232,2026/09/23,新宿店,BG-005,BACKPACK,BAG,GRAY,XL,3800,3800,2,7600,0,0.0,店舗
ORD-202609-02252,2026/09/23,EC,SH-002,SUEDE BOOTS,SHOES,NAVY,S,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02259,2026/09/23,EC,BG-001,TOTE BAG,BAG,BLACK,M,1800,1350,3,4050,1350,0.25,オンライン
ORD-202609-02271,2026/09/23,大阪店,JK-003,QUILTED JACKET,JACKET,BLACK,L,5000,5000,1,5000,0,0.0,店舗
ORD-202609-02367,2026/09/23,EC,PT-003,TAPERED PANTS,PANTS,BEIGE,M,2800,2800,1,2800,0,0.0,オンライン
ORD-202609-02368,2026/09/23,新宿店,OT-002,CHESTER COAT,OUTER,BLACK,L,6700,6700,1,6700,0,0.0,店舗
ORD-202609-02382,2026/09/23,EC,TP-003,BAND COLLAR SHIRT,TOPS,BEIGE,M,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-02400,2026/09/23,表参道店,BG-001,TOTE BAG,BAG,KHAKI,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-02451,2026/09/23,新宿店,AC-001,WOOL CAP,ACCESSORY,BEIGE,S,500,500,1,500,0,0.0,店舗
ORD-202609-02511,2026/09/23,大阪店,SH-005,DECK SHOES,SHOES,WHITE,S,2400,2400,1,2400,0,0.0,店舗
ORD-202609-02518,2026/09/23,EC,BG-001,TOTE BAG,BAG,NAVY,M,1800,1620,1,1620,180,0.1,オンライン
ORD-202609-02565,2026/09/23,新宿店,AC-001,WOOL CAP,ACCESSORY,WHITE,L,500,500,1,500,0,0.0,店舗
ORD-202609-02590,2026/09/23,大阪店,AC-003,LEATHER BELT,ACCESSORY,NAVY,M,1000,700,3,2100,900,0.3,店舗
ORD-202609-02622,2026/09/23,新宿店,AC-001,WOOL CAP,ACCESSORY,NAVY,L,500,500,2,1000,0,0.0,店舗
ORD-202609-02623,2026/09/23,EC,JK-001,TECH JACKET,JACKET,BLACK,M,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-02624,2026/09/23,表参道店,KN-001,WOOL KNIT,KNIT,GRAY,L,2500,1880,1,1880,620,0.25,店舗
ORD-202609-02650,2026/09/23,新宿店,AC-002,SILK SCARF,ACCESSORY,WHITE,L,1000,900,2,1800,200,0.1,店舗
ORD-202609-02707,2026/09/23,EC,TP-001,BASIC TEE,TOPS,BLACK,M,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-02738,2026/09/23,EC,SH-001,LOW SNEAKER,SHOES,WHITE,M,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02750,2026/09/23,新宿店,PT-001,SLIM PANTS,PANTS,BLACK,L,1800,1620,1,1620,180,0.1,店舗
ORD-202609-02756,2026/09/23,表参道店,KN-002,CABLE KNIT,KNIT,BLACK,XL,2000,2000,2,4000,0,0.0,店舗
ORD-202609-02809,2026/09/23,表参道店,PT-001,SLIM PANTS,PANTS,WHITE,L,1800,1530,1,1530,270,0.15,店舗
ORD-202609-02927,2026/09/23,EC,JK-003,QUILTED JACKET,JACKET,NAVY,L,5000,5000,1,5000,0,0.0,オンライン
ORD-202609-02943,2026/09/23,大阪店,TP-001,BASIC TEE,TOPS,BLACK,M,1400,1400,3,4200,0,0.0,店舗
ORD-202609-00052,2026/09/24,表参道店,OT-002,CHESTER COAT,OUTER,BEIGE,L,6700,6700,1,6700,0,0.0,店舗
ORD-202609-00098,2026/09/24,EC,KN-001,WOOL KNIT,KNIT,BLACK,L,2500,2250,1,2250,250,0.1,オンライン
ORD-202609-00128,2026/09/24,新宿店,OT-001,WOOL COAT,OUTER,GRAY,XL,6200,6200,3,18600,0,0.0,店舗
ORD-202609-00161,2026/09/24,EC,BG-001,TOTE BAG,BAG,BLACK,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00215,2026/09/24,EC,KN-001,WOOL KNIT,KNIT,BLACK,M,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-00236,2026/09/24,新宿店,AC-001,WOOL CAP,ACCESSORY,BLACK,S,500,380,1,380,120,0.25,店舗
ORD-202609-00360,2026/09/24,EC,JK-002,SHELL JACKET,JACKET,BEIGE,L,3000,3000,1,3000,0,0.0,オンライン
ORD-202609-00364,2026/09/24,EC,SH-001,LOW SNEAKER,SHOES,BEIGE,L,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-00396,2026/09/24,EC,KN-001,WOOL KNIT,KNIT,KHAKI,L,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-00444,2026/09/24,大阪店,SH-002,SUEDE BOOTS,SHOES,BLACK,M,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00464,2026/09/24,表参道店,JK-001,TECH JACKET,JACKET,BEIGE,M,4500,4500,2,9000,0,0.0,店舗
ORD-202609-00475,2026/09/24,表参道店,OT-002,CHESTER COAT,OUTER,BEIGE,XL,6700,6700,1,6700,0,0.0,店舗
ORD-202609-00497,2026/09/24,表参道店,AC-001,WOOL CAP,ACCESSORY,BLACK,XL,500,500,1,500,0,0.0,店舗
ORD-202609-00588,2026/09/24,大阪店,AC-001,WOOL CAP,ACCESSORY,WHITE,L,500,450,1,450,50,0.1,店舗
ORD-202609-00614,2026/09/24,表参道店,PT-001,SLIM PANTS,PANTS,GRAY,M,1800,1260,2,2520,1080,0.3,店舗
ORD-202609-00649,2026/09/24,EC,BG-001,TOTE BAG,BAG,BLACK,L,1800,1530,1,1530,270,0.15,オンライン
ORD-202609-00772,2026/09/24,大阪店,SH-001,LOW SNEAKER,SHOES,BLACK,L,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00780,2026/09/24,表参道店,SH-001,LOW SNEAKER,SHOES,BEIGE,L,2400,1800,1,1800,600,0.25,店舗
ORD-202609-00793,2026/09/24,EC,BG-001,TOTE BAG,BAG,BEIGE,XL,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00880,2026/09/24,大阪店,KN-002,CABLE KNIT,KNIT,WHITE,L,2000,2000,1,2000,0,0.0,店舗
ORD-202609-00888,2026/09/24,新宿店,TP-005,LINEN SHIRT,TOPS,NAVY,XL,1400,1400,1,1400,0,0.0,店舗
ORD-202609-00912,2026/09/24,EC,PT-001,SLIM PANTS,PANTS,WHITE,S,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00929,2026/09/24,大阪店,SH-001,LOW SNEAKER,SHOES,BLACK,L,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00935,2026/09/24,EC,JK-004,DENIM JACKET,JACKET,NAVY,XL,5000,5000,1,5000,0,0.0,オンライン
ORD-202609-00956,2026/09/24,大阪店,JK-004,DENIM JACKET,JACKET,GRAY,M,5000,5000,2,10000,0,0.0,店舗
ORD-202609-00997,2026/09/24,表参道店,OT-002,CHESTER COAT,OUTER,BLACK,L,6700,6700,1,6700,0,0.0,店舗
ORD-202609-01048,2026/09/24,EC,TP-003,BAND COLLAR SHIRT,TOPS,GRAY,M,1400,1120,1,1120,280,0.2,オンライン
ORD-202609-01066,2026/09/24,大阪店,KN-003,CREW KNIT,KNIT,NAVY,M,2000,2000,1,2000,0,0.0,店舗
ORD-202609-01123,2026/09/24,大阪店,OT-001,WOOL COAT,OUTER,GRAY,L,6200,6200,1,6200,0,0.0,店舗
ORD-202609-01185,2026/09/24,大阪店,TP-001,BASIC TEE,TOPS,NAVY,M,1400,1260,1,1260,140,0.1,店舗
ORD-202609-01251,2026/09/24,大阪店,TP-002,OX SHIRT,TOPS,BEIGE,S,900,900,1,900,0,0.0,店舗
ORD-202609-01278,2026/09/24,新宿店,PT-001,SLIM PANTS,PANTS,BEIGE,L,1800,1260,1,1260,540,0.3,店舗
ORD-202609-01307,2026/09/24,EC,BG-001,TOTE BAG,BAG,KHAKI,M,1800,1530,1,1530,270,0.15,オンライン
ORD-202609-01311,2026/09/24,EC,BG-005,BACKPACK,BAG,BLACK,S,3800,3800,3,11400,0,0.0,オンライン
ORD-202609-01401,2026/09/24,EC,JK-001,TECH JACKET,JACKET,BLACK,M,4500,4500,2,9000,0,0.0,オンライン
ORD-202609-01451,2026/09/24,大阪店,SH-001,LOW SNEAKER,SHOES,WHITE,XL,2400,2400,1,2400,0,0.0,店舗
ORD-202609-01471,2026/09/24,新宿店,KN-002,CABLE KNIT,KNIT,KHAKI,M,2000,2000,1,2000,0,0.0,店舗
ORD-202609-01490,2026/09/24,新宿店,BG-001,TOTE BAG,BAG,NAVY,L,1800,1440,1,1440,360,0.2,店舗
ORD-202609-01497,2026/09/24,新宿店,KN-002,CABLE KNIT,KNIT,KHAKI,M,2000,1700,1,1700,300,0.15,店舗
ORD-202609-01666,2026/09/24,大阪店,AC-001,WOOL CAP,ACCESSORY,NAVY,L,500,500,1,500,0,0.0,店舗
ORD-202609-01730,2026/09/24,EC,BG-001,TOTE BAG,BAG,BLACK,M,1800,1800,2,3600,0,0.0,オンライン
ORD-202609-01793,2026/09/24,新宿店,BG-005,BACKPACK,BAG,BLACK,L,3800,3800,1,3800,0,0.0,店舗
ORD-202609-01857,2026/09/24,大阪店,BG-001,TOTE BAG,BAG,BLACK,M,1800,1440,3,4320,1080,0.2,店舗
ORD-202609-01883,2026/09/24,EC,JK-002,SHELL JACKET,JACKET,GRAY,M,3000,3000,2,6000,0,0.0,オンライン
ORD-202609-01892,2026/09/24,大阪店,OT-001,WOOL COAT,OUTER,BLACK,S,6200,4650,1,4650,1550,0.25,店舗
ORD-202609-01907,2026/09/24,EC,OT-001,WOOL COAT,OUTER,BLACK,L,6200,6200,1,6200,0,0.0,オンライン
ORD-202609-01942,2026/09/24,EC,AC-001,WOOL CAP,ACCESSORY,KHAKI,M,500,500,1,500,0,0.0,オンライン
ORD-202609-02121,2026/09/24,EC,TP-002,OX SHIRT,TOPS,WHITE,M,900,680,1,680,220,0.25,オンライン
ORD-202609-02159,2026/09/24,表参道店,AC-003,LEATHER BELT,ACCESSORY,BLACK,S,1000,900,1,900,100,0.1,店舗
ORD-202609-02189,2026/09/24,大阪店,AC-001,WOOL CAP,ACCESSORY,KHAKI,S,500,500,1,500,0,0.0,店舗
ORD-202609-02199,2026/09/24,EC,PT-001,SLIM PANTS,PANTS,BLACK,M,1800,1350,1,1350,450,0.25,オンライン
ORD-202609-02223,2026/09/24,大阪店,AC-002,SILK SCARF,ACCESSORY,BLACK,M,1000,900,1,900,100,0.1,店舗
ORD-202609-02239,2026/09/24,EC,AC-001,WOOL CAP,ACCESSORY,KHAKI,L,500,500,1,500,0,0.0,オンライン
ORD-202609-02249,2026/09/24,新宿店,BG-005,BACKPACK,BAG,GRAY,L,3800,3800,2,7600,0,0.0,店舗
ORD-202609-02275,2026/09/24,EC,JK-001,TECH JACKET,JACKET,BLACK,M,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-02279,2026/09/24,EC,AC-003,LEATHER BELT,ACCESSORY,BLACK,M,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-02334,2026/09/24,表参道店,OT-001,WOOL COAT,OUTER,BEIGE,M,6200,6200,1,6200,0,0.0,店舗
ORD-202609-02346,2026/09/24,EC,KN-002,CABLE KNIT,KNIT,BEIGE,XL,2000,1700,3,5100,900,0.15,オンライン
ORD-202609-02443,2026/09/24,表参道店,JK-003,QUILTED JACKET,JACKET,BLACK,L,5000,3750,1,3750,1250,0.25,店舗
ORD-202609-02453,2026/09/24,EC,AC-002,SILK SCARF,ACCESSORY,BLACK,L,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-02505,2026/09/24,表参道店,JK-001,TECH JACKET,JACKET,KHAKI,M,4500,4050,3,12150,1350,0.1,店舗
ORD-202609-02528,2026/09/24,EC,PT-002,WIDE PANTS,PANTS,WHITE,S,1800,1440,1,1440,360,0.2,オンライン
ORD-202609-02536,2026/09/24,大阪店,TP-001,BASIC TEE,TOPS,BLACK,M,1400,1400,2,2800,0,0.0,店舗
ORD-202609-02548,2026/09/24,新宿店,KN-001,WOOL KNIT,KNIT,BLACK,XL,2500,2500,1,2500,0,0.0,店舗
ORD-202609-02557,2026/09/24,新宿店,OT-001,WOOL COAT,OUTER,BLACK,XL,6200,6200,1,6200,0,0.0,店舗
ORD-202609-02570,2026/09/24,大阪店,PT-001,SLIM PANTS,PANTS,NAVY,XL,1800,1800,2,3600,0,0.0,店舗
ORD-202609-02576,2026/09/24,EC,TP-001,BASIC TEE,TOPS,BLACK,L,1400,1400,2,2800,0,0.0,オンライン
ORD-202609-02582,2026/09/24,EC,PT-001,SLIM PANTS,PANTS,GRAY,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02588,2026/09/24,新宿店,AC-003,LEATHER BELT,ACCESSORY,KHAKI,S,1000,1000,3,3000,0,0.0,店舗
ORD-202609-02598,2026/09/24,EC,AC-002,SILK SCARF,ACCESSORY,GRAY,XL,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-02611,2026/09/24,EC,AC-001,WOOL CAP,ACCESSORY,NAVY,M,500,500,1,500,0,0.0,オンライン
ORD-202609-02667,2026/09/24,新宿店,TP-001,BASIC TEE,TOPS,BLACK,XL,1400,1400,1,1400,0,0.0,店舗
ORD-202609-02911,2026/09/24,表参道店,OT-003,MOD COAT,OUTER,GRAY,L,5200,5200,1,5200,0,0.0,店舗
ORD-202609-02925,2026/09/24,EC,TP-001,BASIC TEE,TOPS,BLACK,M,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-02970,2026/09/24,表参道店,SH-001,LOW SNEAKER,SHOES,BEIGE,L,2400,2400,2,4800,0,0.0,店舗
ORD-202609-00001,2026/09/25,EC,OT-002,CHESTER COAT,OUTER,BLACK,XL,6700,6700,2,13400,0,0.0,オンライン
ORD-202609-00025,2026/09/25,EC,PT-005,CHINO PANTS,PANTS,WHITE,M,2300,2300,1,2300,0,0.0,オンライン
ORD-202609-00053,2026/09/25,新宿店,OT-001,WOOL COAT,OUTER,KHAKI,L,6200,6200,1,6200,0,0.0,店舗
ORD-202609-00062,2026/09/25,表参道店,TP-001,BASIC TEE,TOPS,GRAY,M,1400,1400,1,1400,0,0.0,店舗
ORD-202609-00133,2026/09/25,新宿店,KN-001,WOOL KNIT,KNIT,BLACK,M,2500,2500,1,2500,0,0.0,店舗
ORD-202609-00142,2026/09/25,EC,BG-005,BACKPACK,BAG,WHITE,M,3800,3800,2,7600,0,0.0,オンライン
ORD-202609-00147,2026/09/25,表参道店,JK-004,DENIM JACKET,JACKET,BLACK,M,5000,5000,2,10000,0,0.0,店舗
ORD-202609-00153,2026/09/25,表参道店,OT-001,WOOL COAT,OUTER,BLACK,M,6200,6200,1,6200,0,0.0,店舗
ORD-202609-00154,2026/09/25,EC,BG-003,2WAY BAG,BAG,NAVY,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00172,2026/09/25,表参道店,BG-001,TOTE BAG,BAG,BLACK,L,1800,1800,3,5400,0,0.0,店舗
ORD-202609-00187,2026/09/25,新宿店,JK-002,SHELL JACKET,JACKET,NAVY,M,3000,3000,1,3000,0,0.0,店舗
ORD-202609-00192,2026/09/25,大阪店,TP-001,BASIC TEE,TOPS,GRAY,S,1400,1260,1,1260,140,0.1,店舗
ORD-202609-00193,2026/09/25,新宿店,BG-001,TOTE BAG,BAG,WHITE,S,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00199,2026/09/25,EC,AC-002,SILK SCARF,ACCESSORY,KHAKI,M,1000,800,1,800,200,0.2,オンライン
ORD-202609-00202,2026/09/25,表参道店,OT-003,MOD COAT,OUTER,BEIGE,XL,5200,5200,1,5200,0,0.0,店舗
ORD-202609-00230,2026/09/25,大阪店,KN-002,CABLE KNIT,KNIT,BLACK,XL,2000,1600,1,1600,400,0.2,店舗
ORD-202609-00256,2026/09/25,大阪店,SH-001,LOW SNEAKER,SHOES,BEIGE,M,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00280,2026/09/25,EC,PT-001,SLIM PANTS,PANTS,NAVY,L,1800,1260,1,1260,540,0.3,オンライン
ORD-202609-00336,2026/09/25,大阪店,SH-003,CHUKKA BOOTS,SHOES,GRAY,S,3900,3900,1,3900,0,0.0,店舗
ORD-202609-00372,2026/09/25,大阪店,PT-003,TAPERED PANTS,PANTS,NAVY,XL,2800,2380,1,2380,420,0.15,店舗
ORD-202609-00387,2026/09/25,大阪店,TP-003,BAND COLLAR SHIRT,TOPS,WHITE,L,1400,1050,1,1050,350,0.25,店舗
ORD-202609-00388,2026/09/25,EC,SH-001,LOW SNEAKER,SHOES,BEIGE,S,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-00414,2026/09/25,表参道店,KN-003,CREW KNIT,KNIT,BLACK,XL,2000,2000,1,2000,0,0.0,店舗
ORD-202609-00457,2026/09/25,新宿店,OT-001,WOOL COAT,OUTER,BLACK,L,6200,6200,1,6200,0,0.0,店舗
ORD-202609-00520,2026/09/25,EC,KN-001,WOOL KNIT,KNIT,WHITE,S,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-00564,2026/09/25,表参道店,AC-001,WOOL CAP,ACCESSORY,WHITE,L,500,500,1,500,0,0.0,店舗
ORD-202609-00626,2026/09/25,表参道店,SH-001,LOW SNEAKER,SHOES,GRAY,L,2400,2040,2,4080,720,0.15,店舗
ORD-202609-00630,2026/09/25,EC,OT-001,WOOL COAT,OUTER,KHAKI,L,6200,4960,1,4960,1240,0.2,オンライン
ORD-202609-00633,2026/09/25,EC,PT-001,SLIM PANTS,PANTS,BLACK,S,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00637,2026/09/25,EC,AC-001,WOOL CAP,ACCESSORY,BLACK,M,500,500,1,500,0,0.0,オンライン
ORD-202609-00639,2026/09/25,表参道店,AC-003,LEATHER BELT,ACCESSORY,BLACK,XL,1000,800,1,800,200,0.2,店舗
ORD-202609-00688,2026/09/25,新宿店,JK-002,SHELL JACKET,JACKET,NAVY,M,3000,3000,1,3000,0,0.0,店舗
ORD-202609-00748,2026/09/25,表参道店,JK-001,TECH JACKET,JACKET,WHITE,M,4500,4500,1,4500,0,0.0,店舗
ORD-202609-00759,2026/09/25,EC,SH-004,COURT SNEAKER,SHOES,WHITE,M,3900,3510,1,3510,390,0.1,オンライン
ORD-202609-00847,2026/09/25,表参道店,KN-001,WOOL KNIT,KNIT,KHAKI,M,2500,2250,1,2250,250,0.1,店舗
ORD-202609-00856,2026/09/25,EC,OT-001,WOOL COAT,OUTER,KHAKI,M,6200,6200,2,12400,0,0.0,オンライン
ORD-202609-00959,2026/09/25,新宿店,SH-002,SUEDE BOOTS,SHOES,NAVY,XL,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00965,2026/09/25,新宿店,AC-001,WOOL CAP,ACCESSORY,WHITE,M,500,350,1,350,150,0.3,店舗
ORD-202609-01012,2026/09/25,表参道店,OT-001,WOOL COAT,OUTER,BLACK,M,6200,6200,1,6200,0,0.0,店舗
ORD-202609-01083,2026/09/25,EC,KN-004,MOCK NECK KNIT,KNIT,WHITE,S,2000,1700,1,1700,300,0.15,オンライン
ORD-202609-01100,2026/09/25,表参道店,SH-003,CHUKKA BOOTS,SHOES,BLACK,M,3900,3900,1,3900,0,0.0,店舗
ORD-202609-01116,2026/09/25,表参道店,OT-001,WOOL COAT,OUTER,NAVY,S,6200,6200,1,6200,0,0.0,店舗
ORD-202609-01158,2026/09/25,新宿店,OT-001,WOOL COAT,OUTER,WHITE,L,6200,4960,2,9920,2480,0.2,店舗
ORD-202609-01186,2026/09/25,大阪店,AC-001,WOOL CAP,ACCESSORY,BLACK,M,500,450,1,450,50,0.1,店舗
ORD-202609-01209,2026/09/25,大阪店,BG-001,TOTE BAG,BAG,BLACK,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-01222,2026/09/25,EC,TP-005,LINEN SHIRT,TOPS,BLACK,XL,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-01268,2026/09/25,EC,TP-001,BASIC TEE,TOPS,BLACK,S,1400,1260,1,1260,140,0.1,オンライン
ORD-202609-01305,2026/09/25,EC,KN-003,CREW KNIT,KNIT,NAVY,M,2000,1600,2,3200,800,0.2,オンライン
ORD-202609-01352,2026/09/25,新宿店,AC-001,WOOL CAP,ACCESSORY,BEIGE,M,500,500,1,500,0,0.0,店舗
ORD-202609-01363,2026/09/25,新宿店,KN-001,WOOL KNIT,KNIT,BLACK,S,2500,2500,1,2500,0,0.0,店舗
ORD-202609-01383,2026/09/25,大阪店,BG-001,TOTE BAG,BAG,BEIGE,M,1800,1530,1,1530,270,0.15,店舗
ORD-202609-01405,2026/09/25,新宿店,KN-001,WOOL KNIT,KNIT,WHITE,L,2500,2500,2,5000,0,0.0,店舗
ORD-202609-01414,2026/09/25,EC,BG-001,TOTE BAG,BAG,GRAY,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01461,2026/09/25,EC,JK-001,TECH JACKET,JACKET,WHITE,M,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-01489,2026/09/25,大阪店,TP-002,OX SHIRT,TOPS,BLACK,XL,900,900,1,900,0,0.0,店舗
ORD-202609-01522,2026/09/25,新宿店,PT-003,TAPERED PANTS,PANTS,NAVY,M,2800,2800,1,2800,0,0.0,店舗
ORD-202609-01618,2026/09/25,大阪店,AC-001,WOOL CAP,ACCESSORY,BLACK,M,500,500,2,1000,0,0.0,店舗
ORD-202609-01619,2026/09/25,EC,BG-001,TOTE BAG,BAG,BEIGE,XL,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01621,2026/09/25,EC,AC-001,WOOL CAP,ACCESSORY,BEIGE,M,500,500,1,500,0,0.0,オンライン
ORD-202609-01653,2026/09/25,新宿店,OT-001,WOOL COAT,OUTER,BLACK,M,6200,6200,1,6200,0,0.0,店舗
ORD-202609-01663,2026/09/25,新宿店,BG-001,TOTE BAG,BAG,WHITE,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-01668,2026/09/25,EC,OT-002,CHESTER COAT,OUTER,NAVY,L,6700,5360,1,5360,1340,0.2,オンライン
ORD-202609-01689,2026/09/25,EC,JK-003,QUILTED JACKET,JACKET,GRAY,M,5000,5000,1,5000,0,0.0,オンライン
ORD-202609-01783,2026/09/25,大阪店,PT-002,WIDE PANTS,PANTS,BLACK,XL,1800,1350,1,1350,450,0.25,店舗
ORD-202609-01789,2026/09/25,新宿店,JK-002,SHELL JACKET,JACKET,BLACK,XL,3000,3000,1,3000,0,0.0,店舗
ORD-202609-01803,2026/09/25,表参道店,BG-001,TOTE BAG,BAG,NAVY,M,1800,1530,1,1530,270,0.15,店舗
ORD-202609-01835,2026/09/25,EC,SH-001,LOW SNEAKER,SHOES,NAVY,XL,2400,2400,2,4800,0,0.0,オンライン
ORD-202609-01845,2026/09/25,表参道店,PT-001,SLIM PANTS,PANTS,BEIGE,M,1800,1800,2,3600,0,0.0,店舗
ORD-202609-01870,2026/09/25,新宿店,BG-002,SHOULDER BAG,BAG,BEIGE,L,3300,3300,1,3300,0,0.0,店舗
ORD-202609-01871,2026/09/25,大阪店,SH-005,DECK SHOES,SHOES,BLACK,L,2400,2400,1,2400,0,0.0,店舗
ORD-202609-01908,2026/09/25,EC,JK-002,SHELL JACKET,JACKET,KHAKI,L,3000,3000,1,3000,0,0.0,オンライン
ORD-202609-01931,2026/09/25,EC,OT-002,CHESTER COAT,OUTER,NAVY,M,6700,6700,1,6700,0,0.0,オンライン
ORD-202609-01948,2026/09/25,表参道店,OT-005,BALMACAAN COAT,OUTER,NAVY,M,6700,6700,1,6700,0,0.0,店舗
ORD-202609-01997,2026/09/25,EC,JK-001,TECH JACKET,JACKET,GRAY,L,4500,4500,3,13500,0,0.0,オンライン
ORD-202609-02081,2026/09/25,新宿店,BG-003,2WAY BAG,BAG,BLACK,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-02123,2026/09/25,EC,BG-003,2WAY BAG,BAG,BEIGE,M,1800,1530,1,1530,270,0.15,オンライン
ORD-202609-02208,2026/09/25,新宿店,PT-003,TAPERED PANTS,PANTS,BEIGE,L,2800,2800,1,2800,0,0.0,店舗
ORD-202609-02209,2026/09/25,表参道店,OT-002,CHESTER COAT,OUTER,BLACK,L,6700,6700,1,6700,0,0.0,店舗
ORD-202609-02233,2026/09/25,新宿店,TP-001,BASIC TEE,TOPS,BLACK,XL,1400,1400,1,1400,0,0.0,店舗
ORD-202609-02238,2026/09/25,EC,SH-001,LOW SNEAKER,SHOES,WHITE,L,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02274,2026/09/25,新宿店,JK-001,TECH JACKET,JACKET,BLACK,M,4500,4500,1,4500,0,0.0,店舗
ORD-202609-02292,2026/09/25,大阪店,TP-004,DRY TEE,TOPS,GRAY,L,1400,1190,1,1190,210,0.15,店舗
ORD-202609-02293,2026/09/25,大阪店,AC-005,TOTE CHARM,ACCESSORY,BLACK,M,1000,1000,1,1000,0,0.0,店舗
ORD-202609-02365,2026/09/25,EC,BG-001,TOTE BAG,BAG,BEIGE,L,1800,1800,2,3600,0,0.0,オンライン
ORD-202609-02387,2026/09/25,EC,BG-001,TOTE BAG,BAG,BLACK,L,1800,1440,1,1440,360,0.2,オンライン
ORD-202609-02417,2026/09/25,EC,KN-001,WOOL KNIT,KNIT,KHAKI,L,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-02434,2026/09/25,新宿店,KN-002,CABLE KNIT,KNIT,BLACK,L,2000,1800,2,3600,400,0.1,店舗
ORD-202609-02461,2026/09/25,EC,JK-002,SHELL JACKET,JACKET,BLACK,XL,3000,3000,1,3000,0,0.0,オンライン
